"id";"contract_award_id";"contract_naics_description";"contract_award_description";"contract_parentagency";"contract_currentval";"contract_recipient";"contract_naics";"contract_sop";"contract_date";"contract_stateflag";"contract_agencylogo";"contract_recipient_address";"contract_recipient_district"
2011;"FA445215C0001";"COMPUTER FACILITIES MANAGEMENT SERVICES";"COMMUNICATIONS, OPERATIONS&MAINTENANCE FUNCTIONS II";"DEPARTMENT OF DEFENSE (DOD)";45236500.0;"ENHANCED VETERANS SOLUTIONS, INC.";541513;"VA";"2014-12-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"7810 CHERRY ORCHARD CT";11
2012;"FA462016CA003";"GENERAL MEDICAL AND SURGICAL HOSPITALS";"FUND OPT YR 3";"DEPARTMENT OF DEFENSE (DOD)";803437.0;"VESA HEALTH & TECHNOLOGY, INC.";622110;"TX";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Texas.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"427 E NINTH ST";35
2013;"FA462016CA006";"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES";"ADD CLAUSE 52.204-25";"DEPARTMENT OF DEFENSE (DOD)";417214.0;"WWSS ASSOCIATES, INC.";562998;"WA";"2016-09-23";"https://upload.wikimedia.org/wikipedia/commons/5/54/Flag_of_Washington.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"9711 W EUCLID RD";5
2014;"FA460016C0008";"COMPUTER SYSTEMS DESIGN SERVICES";"ITCC II P00168.";"DEPARTMENT OF DEFENSE (DOD)";347368000.0;"PERSPECTA ENTERPRISE SOLUTIONS LLC";541512;"VA";"2016-08-10";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"13600 EDS DR A3S";10
2015;"FA309918C0004";"POSTAL SERVICE";"EXERCISE OPTION YEAR 2 FOR OFFICIAL MAIL CENTER. POP 01 OCT 19 - 30 SEP 2020.";"DEPARTMENT OF DEFENSE (DOD)";133458.0;"NAS SOLUTIONS GROUP, LLC";491110;"GA";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/5/54/Flag_of_Georgia_%28U.S._state%29.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3350 RIVERWOOK PKWY STE 1900";11
2016;"FA445215C0001";"COMPUTER FACILITIES MANAGEMENT SERVICES";"COMMUNICATIONS, OPERATION&MAINTENANCE FUNCTIONS II";"DEPARTMENT OF DEFENSE (DOD)";45236500.0;"ENHANCED VETERANS SOLUTIONS, INC.";541513;"VA";"2014-12-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"7810 CHERRY ORCHARD CT";11
2017;"FA460016C0016";"ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING";"DESCOPE CLINS 3003, 3005, 4003, 4005, 5003 AND 5005 OFF THE CONTRACT EFFECTIVE 31 JUL 20.  REMOVING $2,094 IN FUNDING BACK TO THE 55TH WING.";"DEPARTMENT OF DEFENSE (DOD)";1170760.0;"DC GROUP INC.";335999;"MN";"2016-10-01";"https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Minnesota.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1977 W RIVER RD STE 1";5
2018;"FA445216C0003";"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES";"HEADQUARTERS AIR MOBILITY COMMAND SURGEON GENERAL MEDICAL READINESS/LOGISTICS PROGRAM SUPPORT CONSULTANT ADVISORY TECHNICAL SERVICES.  FUNCTIONAL AND TECHNICAL SUPPORT FOR THE MANPOWER EQUIPMENT FORCE";"DEPARTMENT OF DEFENSE (DOD)";12288200.0;"CACI-ISS, INC.";541611;"VA";"2016-01-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"14370 NEWBROOK DRIVE";10
2019;"FA500015C0001";"FOOD SERVICE CONTRACTORS";"FUND ONE MONTH EXTENSION OF THE PERIOD OF PERFORMANCE TO 31 MARCH 2020.";"DEPARTMENT OF DEFENSE (DOD)";12990400.0;"ASSETS, INC.";722310;"AK";"2014-11-01";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2330 NICHOLS ST";0
2020;"FA460015C0004";"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES";"DEOBLIGATION OF FUNDS DUE TO LOA CORRECTION AND INCREMENTAL FUNDING";"DEPARTMENT OF DEFENSE (DOD)";86367700.0;"STRATEGIC PROFESSIONAL RESOURCES, INC.";541611;"NE";"2015-02-18";"https://upload.wikimedia.org/wikipedia/commons/4/4d/Flag_of_Nebraska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1227 GOLDEN GATE DRIVE";2
2021;"FA460015C0004";"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES";"J28 ADDITIONAL HOURS 5026 DESCOPE, 5063 ADDITIONAL HOURS, FUNDING";"DEPARTMENT OF DEFENSE (DOD)";87702400.0;"STRATEGIC PROFESSIONAL RESOURCES, INC.";541611;"NE";"2015-02-18";"https://upload.wikimedia.org/wikipedia/commons/4/4d/Flag_of_Nebraska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1227 GOLDEN GATE DRIVE";2
2022;"FA448415C0014";"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS";"HANGER FIRE SUPPRESSION SYSTEM MX";"DEPARTMENT OF DEFENSE (DOD)";1880860.0;"MEDIA PLUMBING & HEATING, INC.";238220;"PA";"2015-04-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Pennsylvania.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"12 CREEK PARKWAY";5
2023;"FA462017CA005";"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING";"EXERCISE AND FULLY FUND OPTION YEAR THREE";"DEPARTMENT OF DEFENSE (DOD)";2294390.0;"SURVIVAL SYSTEMS USA, INC.";532490;"CT";"2020-01-01";"https://upload.wikimedia.org/wikipedia/commons/9/96/Flag_of_Connecticut.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"144 TOWER AVE";2
2024;"FA500015C0001";"FOOD SERVICE CONTRACTORS";"ADD AND FUND ADDITIONAL 34 EXTENDED HOURS TO CLIN 5003 TO COVER NCOA ACTIVITIES PERFORMED FROM DECEMBER 2019 THRU FEBRUARY 2020. EXERCISE ONE MONTH EXTENSION OF THE PERIOD OF PERFORMANCE TO 31 MARCH 2";"DEPARTMENT OF DEFENSE (DOD)";12990400.0;"ASSETS, INC.";722310;"AK";"2014-11-01";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2330 NICHOLS ST";0
2025;"FA485515C0007";"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAIN";"DEOBLIGATE FUNDING FROM BASE YEAR THROUGH OPTION YEAR III";"DEPARTMENT OF DEFENSE (DOD)";260243.0;"ROYAL ARC WELDING COMPANY";811310;"MI";"2015-03-18";"https://upload.wikimedia.org/wikipedia/commons/b/b5/Flag_of_Michigan.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"23851 VREELAND RD";12
2026;"FA308915C0001";"OFFICE ADMINISTRATIVE SERVICES";"ADMINISTRATIVE SERVICES.  MODIFICATION TO EXTEND SERVICES FRO 01 FEB 2020 TO 29 FEB 2020.";"DEPARTMENT OF DEFENSE (DOD)";32636900.0;"GOODWILL INDUSTRIES OF SAN ANTONIO CONTRACT SERVIC";561110;"TX";"2014-10-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Texas.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"406 W COMMERCE ST";35
2027;"FA485515C0009";"OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION";"TRANSITION AIRCRAFT MAINTENANCE SERVICE. MODIFICATION TO ADD FUNDING AND CORRECT LINE OF ACCOUNTING.";"DEPARTMENT OF DEFENSE (DOD)";2656830.0;"TRIAD LOGISTICS SERVICES CORPORATION";488190;"FL";"2015-04-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Florida.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"314 LAURIE ST";8
2028;"FA485515C0015";"SEWAGE TREATMENT FACILITIES";"ADDING FUNDING FOR PLANT BLOWER AND TERMINAL INTERFACE TERMINAL FOR SOFTWARE OPERATIONS";"DEPARTMENT OF DEFENSE (DOD)";2231370.0;"PROJECT SOLUTIONS, INC.";221320;"SD";"2015-07-02";"https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_South_Dakota.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"505 KANSAS CITY ST";0
2029;"FA330015C0018";"WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)";"INSTALL INTERNET SERVICE INFRASTRUCTURE";"DEPARTMENT OF DEFENSE (DOD)";4344550.0;"BLACKBELT TECHNOLOGIES, INC.";517210;"AL";"2015-05-29";"https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Alabama.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2099 BROAD STREET";7
2030;"FA448416C0003";"WIRED TELECOMMUNICATIONS CARRIERS";"BASE TELECOMMUNICATION SYSTEM - EXERCISE OPTION 4";"DEPARTMENT OF DEFENSE (DOD)";9072440.0;"BOWHEAD OPERATIONS & MAINTENANCE SOLUTIONS, LLC";517110;"VA";"2016-03-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4900 SEMINARY RD STE 1200";8
2031;"FA330016C0007";"CONVENTION AND TRADE SHOW ORGANIZERS";"AFITC CONFERENCE";"DEPARTMENT OF DEFENSE (DOD)";74750.0;"CREATIVE MANAGEMENT SERVICES, LLC";561920;"GA";"2016-02-26";"https://upload.wikimedia.org/wikipedia/commons/5/54/Flag_of_Georgia_%28U.S._state%29.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"500 INTERSTATE W PKWY";0
2032;"FA330017C0008";"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)";"CLINICAL SOCIAL WORKDER";"DEPARTMENT OF DEFENSE (DOD)";333542.0;"JYG INNOVATIONS LLC";621330;"OH";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Ohio.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"6450 POE AVENUE SUITE 103";10
2033;"FA330017C0010";"ALL OTHER INFORMATION SERVICES";"AU LIBRARY - OPTION YEAR 3 EXERCISE";"DEPARTMENT OF DEFENSE (DOD)";1014840.0;"COX SUBSCRIPTIONS, INC.";519190;"NC";"2016-11-18";"https://upload.wikimedia.org/wikipedia/commons/b/bb/Flag_of_North_Carolina.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"201 VILLAGE RD";7
2034;"FA330017C0023";"EDUCATIONAL SUPPORT SERVICES";"SARC COURSE SUPPORT";"DEPARTMENT OF DEFENSE (DOD)";753537.0;"CERTIFIED TECHNICAL EXPERTS, INC.";611710;"AL";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Alabama.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2501 BELL RD STE 1";2
2035;"FA330017C0047";"SOFTWARE PUBLISHERS";"STRATEGIC PLANNING TOOL";"DEPARTMENT OF DEFENSE (DOD)";741091.0;"TK20, INC.";511210;"TX";"2017-09-29";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Texas.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"8303 N MOPAC EXPWY STE A210";10
2036;"FA449718C0003";"LANDSCAPING SERVICES";"GROUNDS MAINTENANCE";"DEPARTMENT OF DEFENSE (DOD)";2032810.0;"BYRD ENTERPRISES UNLIMITED, INC.";561730;"VA";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"828 MAIN ST STE 1101";6
2037;"FA500417C0002";"ENVIRONMENTAL CONSULTING SERVICES";"ADDITION OF MISSION ESSENTIAL CLAUSE AND HEALTH AND SAFETY AFFARS CLAUSE.";"DEPARTMENT OF DEFENSE (DOD)";1090750.0;"ROCK & DIRT ENVIRONMENTAL, INC";541620;"AK";"2017-02-16";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"150 EAGLE AVENUE BOX 2";0
2038;"FA500417C0007";"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES";"ADD CLAUSES";"DEPARTMENT OF DEFENSE (DOD)";602785.0;"ECC INDUSTRIAL SERVICES LLC";562998;"AK";"2017-07-17";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1500 N POST RD";0
2039;"FA485517C0010";"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION";"CONSTRUCTION OF THREE HELICOPTER LANDING ZONE AT MELROSE AIR FORCE RANGE NM. MODIFICATION TERMINATES THE CONTRACTOR FOR DEFAULT AS A RESULT OF BANKRUPTCY";"DEPARTMENT OF DEFENSE (DOD)";773521.0;"IDEALS, INC.";237310;"NM";"2019-10-22";"https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_New_Mexico.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"848 W. HADLEY";2
2040;"FA462516C0004";"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAIN";"BARRIER MX EXTEND CONTRACT 3 MONTHS";"DEPARTMENT OF DEFENSE (DOD)";311640.0;"POTOMAC SECURITY, LLLP";811310;"VA";"2016-04-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"446 SPRING HILL LN";1
2041;"FA500016C0105";"OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE";"EXERCISE OPTION YEAR FOUR (4) OF INTRALASE FS LASER SERVICE/MAINT";"DEPARTMENT OF DEFENSE (DOD)";225000.0;"AMO SALES AND SERVICE, INC.";811219;"CA";"2016-09-01";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"1700 E ST ANDREW PL";46
2042;"FA461015C0011";"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION";"RENOVATE BUILDING 8314";"DEPARTMENT OF DEFENSE (DOD)";1819850.0;"RAL INVESTMENT CORPORATION";236220;"CA";"2015-07-29";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"11696 SORRENTO VALLEY RD STE 202";49
2043;"FA446017C0001";"FACILITIES SUPPORT SERVICES";"MODIFICATION TO ADD ANTI-TERRORISM CLAUSE 252.204-7004 TO THIS CONTRACT.";"DEPARTMENT OF DEFENSE (DOD)";1394020.0;"A & A FIRE AND SAFETY COMPANY, LLC";561210;"AR";"2016-11-16";"https://upload.wikimedia.org/wikipedia/commons/9/9d/Flag_of_Arkansas.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4380 S 1ST ST";1
2044;"FA480116C0001";"JANITORIAL SERVICES";"FUND OPTION PERIOD 4 (FY20)";"DEPARTMENT OF DEFENSE (DOD)";7561570.0;"TRAINING, REHABILITATION, & DEVELOPMENT INSTITUTE,";561720;"TX";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Texas.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"425 SOLEDAD STE 800";35
2045;"FA480116C0003";"ALL OTHER CONSUMER GOODS RENTAL";"DEOBLIGATE EXCESS FY19 FUNDS";"DEPARTMENT OF DEFENSE (DOD)";1646440.0;"GREAT WATER COMPANY INC";532299;"NM";"2015-10-01";"https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_New_Mexico.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2220 N WHITE SANDS BLVD";2
2046;"FA486115CB005";"JANITORIAL SERVICES";"CUSTODIAL SERVICES BUILDINGS 42 AND 447";"DEPARTMENT OF DEFENSE (DOD)";5662470.0;"D & R WILLIAMS, LLC";561720;"VA";"2015-05-19";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"302 TURNER RD STE B";7
2047;"FA461016C0008";"ENGINEERING SERVICES";"AEROSPACE SUPPORT SERVICES CONTRACT (ASSC) PROVIDES FOR THE MANAGEMENT, OPERATIONS, MAINTENANCE AND SUPPORT SERVICES TO SUPPORT LAUNCH PROGRAMS FOR UNCONVENTIONAL FUELS (E.G., LIQUID OR GASEOUS PROPEL";"DEPARTMENT OF DEFENSE (DOD)";42550700.0;"UNITED PARADYNE CORPORATION";541330;"CA";"2016-10-01";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2415 PROFESSIONAL PKWY";24
2048;"FA500015C0001";"FOOD SERVICE CONTRACTORS";"FUND ADDITIONAL SUPPLIES/EXPENDABLES REQUIRED FOR 100% TAKEOUT SERVICE AT THE WILDERNESS INN DINING FACILITY. CORONAVIRUS (COVID 19) ACTION.";"DEPARTMENT OF DEFENSE (DOD)";12990400.0;"ASSETS, INC.";722310;"AK";"2014-11-01";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2330 NICHOLS ST";0
2049;"FA500015C0001";"FOOD SERVICE CONTRACTORS";"ADD LOA FOR P00032 CLIN";"DEPARTMENT OF DEFENSE (DOD)";12990400.0;"ASSETS, INC.";722310;"AK";"2014-11-01";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2330 NICHOLS ST";0
2050;"FA500418C0002";"OTHER SERVICES TO BUILDINGS AND DWELLINGS";"ADD CLAUSE FAR 52.204-25";"DEPARTMENT OF DEFENSE (DOD)";1000010.0;"ADALECO GENERAL, LLC";561790;"AK";"2017-10-01";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"123 E FIREWEED LN STE 210";0
2051;"FA480017C0008";"OFFICE ADMINISTRATIVE SERVICES";"DFARS CONTINUATION OF MISSION ESSENTIAL SERVICES CLAUSE ADDED";"DEPARTMENT OF DEFENSE (DOD)";498996.0;"VERSABILITY RESOURCES, INC.";561110;"VA";"2017-08-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2520 58TH ST";3
2052;"FA500017C0003";"FACILITIES SUPPORT SERVICES";"MOD TO FUND OY2";"DEPARTMENT OF DEFENSE (DOD)";2480070.0;"TUNISTA SERVICES, LLC";561210;"HI";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/e/ef/Flag_of_Hawaii.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"500 ALA MOANA BLVD BLDG 7 STE 425";1
2053;"FA500017C0005";"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAIN";"EXERCISE OPTION YEAR 3 AND FUND CLINS 3001 TO 3006, EXTEND POP TO 14 AUG 2021, INCORPORATE UPDATED WAGE DETERMINATION FOR AIR COMPRESSOR CONTRACT AT JBER, AK";"DEPARTMENT OF DEFENSE (DOD)";526580.0;"ALASKA ROTEQ CORPORATION";811310;"AK";"2017-08-10";"https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Alaska.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2051 FOUNDRY WAY";0
2054;"FA452816C0001";"WIRED TELECOMMUNICATIONS CARRIERS";"CABLE TV SERVICES - MINOT AFB, ND - FY20 3RD AND 4TH QUARTER INCREMENTAL FUNDING MODIFICATION";"DEPARTMENT OF DEFENSE (DOD)";266826.0;"MIDCONTINENT COMMUNICATIONS";517110;"MN";"2015-10-01";"https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Minnesota.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3600 MINNESOTA DR STE 700";3
2055;"FA461016C0008";"ENGINEERING SERVICES";"AEROSPACE SUPPORT SERVICES CONTRACT (ASSC) PROVIDES FOR THE MANAGEMENT, OPERATIONS, MAINTENANCE AND SUPPORT SERVICES TO SUPPORT LAUNCH PROGRAMS FOR UNCONVENTIONAL FUELS (E.G., LIQUID OR GASEOUS PROPEL";"DEPARTMENT OF DEFENSE (DOD)";35689300.0;"UNITED PARADYNE CORPORATION";541330;"CA";"2016-10-01";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2415 PROFESSIONAL PKWY";24
2056;"FA461016C0008";"ENGINEERING SERVICES";"AEROSPACE SUPPORT SERVICES CONTRACT (ASSC) PROVIDES FOR THE MANAGEMENT, OPERATIONS, MAINTENANCE AND SUPPORT SERVICES TO SUPPORT LAUNCH PROGRAMS FOR UNCONVENTIONAL FUELS (E.G., LIQUID OR GASEOUS PROPEL";"DEPARTMENT OF DEFENSE (DOD)";46288100.0;"UNITED PARADYNE CORPORATION";541330;"CA";"2016-10-01";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2415 PROFESSIONAL PKWY";24
2057;"FA461016C0008";"ENGINEERING SERVICES";"AEROSPACE SUPPORT SERVICES CONTRACT (ASSC) PROVIDES FOR THE MANAGEMENT, OPERATIONS, MAINTENANCE AND SUPPORT SERVICES TO SUPPORT LAUNCH PROGRAMS FOR UNCONVENTIONAL FUELS (E.G., LIQUID OR GASEOUS PROPEL";"DEPARTMENT OF DEFENSE (DOD)";46288100.0;"UNITED PARADYNE CORPORATION";541330;"CA";"2016-10-01";"https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"2415 PROFESSIONAL PKWY";24
2058;"FA486116CB001";"INDUSTRIAL LAUNDERERS";"OPTION YEAR 4 OF 4 - POP 01 OCTOBER 2019- 30 SEPTEMBER 2020.";"DEPARTMENT OF DEFENSE (DOD)";562981.0;"F & S CORPORATION";812332;"NV";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/f/f1/Flag_of_Nevada.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3960 W MESA VISTA AVE";1
2059;"FA440718C0002";"POSTAL SERVICE";"POSTAL SERVICE CENTER OPERATIONS OPTION PERIOD 2";"DEPARTMENT OF DEFENSE (DOD)";461700.0;"PILLOW EXPRESS DELIVERY, INC.";491110;"IN";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/a/ac/Flag_of_Indiana.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"4005 VINCENNES RD";5
2060;"FA445216C0003";"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES";"FUNCTIONAL AND TECHNICAL SUPPORT FOR THE MANPOWER EQUIPMENT FORCE PACKAGING (MEFPAK) PROGRAM AND EXPEDITIONARY/CONTINGENCY MEDICAL EQUIPMENT (ECME) MANAGEMENT OPERATIONS FOR AIR MOBILITY COMMAND.";"DEPARTMENT OF DEFENSE (DOD)";12288200.0;"CACI-ISS, INC.";541611;"VA";"2016-01-01";"https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Virginia.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"14370 NEWBROOK DRIVE";10
2061;"FA445216C0009";"GEOPHYSICAL SURVEYING AND MAPPING SERVICES";"SPECIAL DEPARTURE PROCEDURE (SDP) - EXERCISE AND FUND OPTION 3";"DEPARTMENT OF DEFENSE (DOD)";6481170.0;"JEPPESEN SANDERSON, INC.";541360;"CO";"2016-09-14";"https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Colorado.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"55 INVERNESS DR E";6
2062;"FA452816C0004";"JANITORIAL SERVICES";"CUSTODIAL SERVICES AT MINOT AFB, ND. MODIFICATION TO EXERCISE OPTION YEAR 3.";"DEPARTMENT OF DEFENSE (DOD)";4353290.0;"MVW SERVICES INC";561720;"ND";"2019-10-01";"https://upload.wikimedia.org/wikipedia/commons/e/ee/Flag_of_North_Dakota.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"605 27TH ST SE";0
2063;"FA452816C0004";"JANITORIAL SERVICES";"CUSTODIAL SERVICES AT MINOT AFB, ND. MODIFICATION TO ADD INCREMENTAL FUNDING FOR JULY TO SEPTEMBER 2020.";"DEPARTMENT OF DEFENSE (DOD)";13115700.0;"MVW SERVICES INC";561720;"ND";"2016-10-01";"https://upload.wikimedia.org/wikipedia/commons/e/ee/Flag_of_North_Dakota.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"605 27TH ST SE";0
2064;"FA448416C0001";"REMEDIATION SERVICES";"ADD ADDITIONAL FUNDING.";"DEPARTMENT OF DEFENSE (DOD)";2474730.0;"RENOVA ENVIRONMENTAL SERVICES LIMITED LIABILITY CO";562910;"NJ";"2015-12-09";"https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_New_Jersey.svg";"https://upload.wikimedia.org/wikipedia/commons/3/37/USDA_logo.png";"3417 SUNSET AVE";4
