NS^A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,22.9,-0.05,-0.22%,0,United States,0,1636,0,0,Nustar Energy
NS^B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,19.79,0.09,0.46%,0,United States,0,9273,0,0,Nustar Energy
NS^C,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,24,0,0.00%,0,United States,0,669,0,0,Nustar Energy
NSC,Norfolk Southern Corporation Common Stock,256.02,-0.37,-0.14%,64494416537,United States,0,117565,Transportation,Railroads,Southern Co
NUE,Nucor Corporation Common Stock,69.02,0.11,0.16%,20571125119,United States,0,260553,Basic Industries,Steel/Iron Ore,Nucor Corp
NVO,Novo Nordisk A/S Common Stock,71.25,-1.4,-1.93%,1.64E+11,Denmark,0,127388,Health Care,Major Pharmaceuticals,Novo Nordisk
OC,Owens Corning Inc Common Stock New,89.14,-0.56,-0.62%,9353137781,United States,0,127681,Capital Goods,Industrial Machinery/Components,Corning Inc
ODFL,Old Dominion Freight Line Inc. Common Stock,226.08,-2.9,-1.27%,26437142055,United States,1991,48821,Transportation,Trucking Freight/Courier Services,Old Dominion Freight Line
OMC,Omnicom Group Inc. Common Stock,76.01,-0.78,-1.02%,16343243784,United States,0,272998,Technology,Advertising,Omnicom Group
ONB,Old National Bancorp Common Stock,20.27,-0.08,-0.39%,3358179143,United States,0,64712,Finance,Major Banks,Old National Bancorp
ORCL,Oracle Corporation Common Stock,66.595,-0.255,-0.38%,1.92E+11,United States,1986,2025847,Technology,Computer Software: Prepackaged Software,Oracle Corp
OSK,Oshkosh Corporation (Holding Company)Common Stock,117.16,0.68,0.58%,8011914781,United States,0,85625,Capital Goods,Auto Manufacturing,Oshkosh Corp
OXY,Occidental Petroleum Corporation Common Stock,28.07,-0.1,-0.36%,26148740934,United States,0,6228626,Energy,Oil & Gas Production,Occidental Petroleum
PBI,Pitney Bowes Inc. Common Stock,8.9299,-0.4801,-5.10%,1547323627,United States,0,587879,Miscellaneous,Office Equipment/Supplies/Services,Pitney Bowes Inc
PBI^B,Pitney Bowes Inc 6.70% Notes Due 2043,23.875,0.025,0.11%,0,United States,0,15994,0,0,Pitney Bowes Inc
PCH,PotlatchDeltic Corporation Common Stock,52,-1.99,-3.69%,3479797776,United States,0,94483,Consumer Services,Real Estate Investment Trusts,PotlatchDeltic Corp
PEG,Public Service Enterprise Group Incorporated Common Stock,58.945,0.385,0.66%,29772712131,United States,0,547455,Public Utilities,Power Generation,Public Service Enterprise Group
PEGA,Pegasystems Inc. Common Stock,117.76,-4,-3.29%,9526859013,United States,1996,61743,Technology,EDP Services,Pegasystems Inc
PEP,PepsiCo Inc. Common Stock,133.93,-0.08,-0.06%,1.85E+11,United States,0,1641714,Consumer Non-Durables,Beverages (Production/Distribution),PepsiCo Inc
PFE,Pfizer Inc. Common Stock,35.339,-0.491,-1.37%,1.97E+11,United States,0,10383322,Health Care,Major Pharmaceuticals,Pfizer Inc
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,25.27,-0.03,-0.12%,0,United States,2020,13170,Finance,Life Insurance,Prudential Financial
PG,Procter & Gamble Company (The) Common Stock,129.18,0.24,0.19%,3.18E+11,United States,0,1063281,Basic Industries,Package Goods/Cosmetics,Procter & Gamble
PLUG,Plug Power Inc. Common Stock,35.94,-6.74,-15.79%,21193229303,United States,1999,53126831,Energy,Industrial Machinery/Components,Plug Power Inc
PNC,PNC Financial Services Group Inc. (The) Common Stock,177.13,0.55,0.31%,75106749748,United States,0,220032,Finance,Major Banks,PNC Financial Services
PNC^P,PNC Financial Services Group Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P,26.3997,-0.0303,-0.12%,0,United States,0,13133,0,0,PNC Financial Services
PNW,Pinnacle West Capital Corporation Common Stock,80.345,0.765,0.96%,9054206682,United States,0,77944,Public Utilities,Electric Utilities: Central,Pinnacle West Capital
POR,Portland General Electric Co Common Stock,47.71,-0.09,-0.19%,4271907312,United States,0,66980,Public Utilities,Electric Utilities: Central,Portland General Electric
PPL,PPL Corporation Common Stock,28.295,-0.005,-0.02%,21758424492,United States,0,1372277,Public Utilities,Electric Utilities: Central,PPL Corp
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,27.38,-0.01,-0.04%,932605704,United States,2018,7776,Finance,Life Insurance,Prudential Financial
PRU,Prudential Financial Inc. Common Stock,92.05,0.66,0.72%,36543850000,United States,2001,405549,Finance,Life Insurance,Prudential Financial
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,27.75,0.01,0.04%,333460317,0,2010,10868,0,0,Cohen
PSN,Parsons Corporation Common Stock,37.56,0.05,0.13%,3844666465,0,2019,37857,Technology,EDP Services,Parsons Corp
PSX,Phillips 66 Common Stock,83.84,-1.09,-1.28%,36631880703,United States,0,321564,Energy,Integrated oil Companies,Phillips 66
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,29.6904,-0.5796,-1.92%,6779510271,United States,2013,224599,Energy,Natural Gas Distribution,Phillips 66
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,24.81,-0.03,-0.12%,1371334468,0,2020,12410,0,0,Cohen
QTWO,Q2 Holdings Inc. Common Stock,109.89,-2.13,-1.90%,6109830374,0,2014,38980,Technology,Computer Software: Prepackaged Software,Q2 Holdings
RAD,Rite Aid Corporation Common Stock,25.9925,-1.3875,-5.07%,1435419255,United States,0,858665,Health Care,Medical/Nursing Services,Rite Aid Corp
REGN,Regeneron Pharmaceuticals Inc. Common Stock,489.37,7.2,1.49%,52427137414,United States,1991,288180,Health Care,Major Pharmaceuticals,Regeneron Pharmaceuticals
RELL,Richardson Electronics Ltd. Common Stock,6.73,-0.03,-0.44%,88887511,United States,1983,4100,Technology,Electronic Components,Richardson
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,14.36,-0.04,-0.28%,376958602,United States,1993,3961,0,0,Cohen
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,23.68,-0.05,-0.21%,1126746330,United States,2003,11472,0,0,Cohen
RPM,RPM International Inc. Common Stock,87.3806,-0.6794,-0.77%,11368459415,United States,0,36873,Basic Industries,Paints/Coatings,M International
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,13.5622,-0.0978,-0.72%,1820633520,United States,2002,49648,0,0,Cohen
RTX,Raytheon Technologies Corporation Common Stock,78.64,0.4,0.51%,1.19E+11,United States,0,1180513,Capital Goods,Aerospace,Raytheon Technologies
SAFM,Sanderson Farms Inc. Common Stock,159.77,-0.69,-0.43%,3567727049,United States,1987,12657,Consumer Non-Durables,Meat/Poultry/Fish,Sanderson Farms
SBNY,Signature Bank Common Stock,235.6,-5.97,-2.47%,13576429032,United States,2004,119533,Finance,Major Banks,Signature Bank
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,25.4,-0.09,-0.35%,0,United States,0,4059,Finance,Major Banks,Signature Bank
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),6.92,-0.12,-1.71%,4729888293,Brazil,2002,194233,Public Utilities,Water Supply,Paul
SCCO,Southern Copper Corporation Common Stock,73.01,-0.79,-1.07%,56442079370,United States,0,143112,Basic Industries,Precious Metals,Southern Co
SCHW,Charles Schwab Corporation (The) Common Stock,65.59,0.12,0.18%,1.23E+11,United States,0,1190088,Finance,Investment Bankers/Brokers/Service,Charles Schwab Corp
SCHW^C,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non-Cumulative Perpetual Preferred Stock Series C,25.41,-0.0044,-0.02%,0,United States,0,6279,0,0,Charles Schwab Corp
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,25.43,-0.03,-0.12%,0,United States,0,3508,0,0,Charles Schwab Corp
SEM,Select Medical Holdings Corporation Common Stock,35.51,0.36,1.02%,4788122450,United States,2009,81735,Health Care,Hospital/Nursing Management,Select Medical Holdings
SFNC,Simmons First National Corporation Class A Common Stock,31.78,0.14,0.44%,3435008356,United States,0,52475,Finance,Major Banks,Simmons First National Corp
SGEN,Seagen Inc. Common Stock,146.75,-0.68,-0.46%,26585882451,United States,2001,282075,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Seagen Inc
SJM,J.M. Smucker Company (The) New Common Stock,123.805,0.495,0.40%,13409380710,United States,0,81689,Consumer Non-Durables,Packaged Foods,Smucker Co
SMG,Scotts Miracle-Gro Company (The) Common Stock,232.54,-2.31,-0.98%,12953197479,United States,1992,39015,Basic Industries,Agricultural Chemicals,Scotts Miracle-Gro
SNDR,Schneider National Inc. Common Stock,24.755,-0.235,-0.94%,4390406835,United States,2017,29335,Transportation,Trucking Freight/Courier Services,Schneider National
SNE,Sony Corporation Common Stock,105.07,-1.49,-1.40%,1.30E+11,Japan,0,155133,Consumer Non-Durables,Consumer Electronics/Appliances,Sony Corp
SO,Southern Company (The) Common Stock,61.075,-0.175,-0.29%,64532434985,United States,0,818450,Public Utilities,Electric Utilities: Central,Southern Co
SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,25.6662,0.0162,0.06%,0,United States,2016,9951,Public Utilities,Electric Utilities: Central,Southern Co
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,26.48,0.09,0.34%,0,United States,2017,1789,Public Utilities,Electric Utilities: Central,Southern Co
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,26.71,-0.11,-0.41%,0,United States,2020,5120,Public Utilities,Electric Utilities: Central,Southern Co
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,24.5916,-0.1094,-0.44%,0,United States,2020,35182,Public Utilities,Electric Utilities: Central,Southern Co
SOLN,Southern Company (The) 2019 Series A Corporate Units,50.6,-0.27,-0.53%,0,United States,2019,37644,Public Utilities,Electric Utilities: Central,Southern Co
SPG,Simon Property Group Inc. Common Stock,117.05,-0.14,-0.12%,38451090743,United States,0,444323,Consumer Services,Real Estate Investment Trusts,Simon Property Group
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,69.45,0,0.00%,0,United States,0,50,0,0,Simon Property Group
SPR,Spirit Aerosystems Holdings Inc. Common Stock,50.31,0.15,0.30%,5303689809,United States,2006,542740,Capital Goods,Military/Government/Technical,Spirit Aerosystems
STT,State Street Corporation Common Stock,83.79,0.14,0.17%,29476178853,United States,0,318591,Finance,Major Banks,State Street Corp
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,28.45,0.05,0.18%,0,United States,0,16671,0,0,State Street Corp
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,28.958,-0.082,-0.28%,0,United States,0,2885,0,0,State Street Corp
STZ,Constellation Brands Inc. Common Stock,232.12,1.49,0.65%,45010093247,United States,0,143212,Consumer Non-Durables,Beverages (Production/Distribution),Constellation Brands
STZ/B,Constellation Brands Inc,230.66,0,0.00%,0,United States,0,25,0,0,Constellation Brands
SY,So-Young International Inc. American Depository Shares,12.12,-0.41,-3.27%,1294050012,China,2019,159152,Technology,EDP Services,Young
SYX,Systemax Inc. Common Stock,38.12,-0.2,-0.52%,1426161069,United States,0,4932,Capital Goods,Industrial Machinery/Components,Systemax Inc
T,AT&T Inc.,29.945,-0.045,-0.15%,2.14E+11,United States,0,7524992,Public Utilities,Telecommunications Equipment,AT&T Inc
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,26.15,-0.13,-0.50%,0,United States,0,12906,0,0,AT&T Inc
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,25.14,-0.05,-0.20%,0,United States,0,29144,0,0,AT&T Inc
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),19.36,0.45,2.38%,61037739798,0,2018,1012512,Health Care,Major Pharmaceuticals,Takeda Pharmaceutical Co
TBB,AT&T Inc. 5.350% Global Notes due 2066,26.5001,-0.1199,-0.45%,0,United States,2017,7137,Public Utilities,Telecommunications Equipment,AT&T Inc
TBC,AT&T Inc. 5.625% Global Notes due 2067,27.1305,-0.1195,-0.44%,0,United States,2018,16015,Public Utilities,Telecommunications Equipment,AT&T Inc
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,604.84,-1.94,-0.32%,33078045163,United States,2006,24363,Capital Goods,Military/Government/Technical,Transdigm Group
TELL,Tellurian Inc. Common Stock,2.555,-0.085,-3.22%,987728855,United States,0,3046559,Energy,Oil & Gas Production,Tellurian Inc
TFC,Truist Financial Corporation Common Stock,58.25,0.01,0.02%,78474313266,United States,0,1149593,Finance,Major Banks,Truist Financial
TFC^H,Truist Financial Corporation Series H ,25.3499,0.0017,0.01%,0,United States,0,3354,0,0,Truist Financial
TFC^I,Truist Financial Corporation Depositary Shares,25.5999,-0.1451,-0.56%,0,United States,0,4129,0,0,Truist Financial
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,27.41,-0.02,-0.07%,0,United States,0,7100,0,0,Truist Financial
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,25.7327,-0.0477,-0.19%,0,United States,0,11304,0,0,Truist Financial
TGT,Target Corporation Common Stock,178.63,-1.58,-0.88%,89067808233,United States,0,428438,Consumer Services,Department/Specialty Retail Stores,Target Corp
TKR,Timken Company (The) Common Stock,83.645,0.615,0.74%,6332824429,United States,0,113668,Capital Goods,Metal Fabrications,Timken Co
TM,Toyota Motor Corporation Common Stock,152.35,0.25,0.16%,2.13E+11,Japan,0,40618,Capital Goods,Auto Manufacturing,Toyota Motor Corp
TRV,The Travelers Companies Inc. Common Stock,156.03,-0.44,-0.28%,39353005811,United States,0,287062,Finance,Property-Casualty Insurers,Travelers Companies
TXT,Textron Inc. Common Stock,54.005,0.095,0.18%,12255095750,United States,0,100144,Capital Goods,Aerospace,Textron Inc
UAL,United Airlines Holdings Inc. Common Stock,59.939,0.129,0.22%,19089149747,United States,0,5767431,Transportation,Air Freight/Delivery Services,United Airlines Holdings
UEIC,Universal Electronics Inc. Common Stock,61.26,-0.44,-0.71%,845912263,United States,1993,2609,Consumer Non-Durables,Consumer Electronics/Appliances,Electronics Inc
UNP,Union Pacific Corporation Common Stock,210.295,-1.405,-0.66%,1.41E+11,United States,0,549731,Transportation,Railroads,Union Pacific Corp
UPS,United Parcel Service Inc. Common Stock,159.93,-2.89,-1.78%,1.39E+11,United States,1999,646709,Transportation,Trucking Freight/Courier Services,United Parcel Service
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,25.996,0.026,0.10%,2434203128,United States,2004,25781,0,0,Cohen
UUUU,Energy Fuels Inc Ordinary Shares (Canada),6.93,-0.12,-1.70%,960814521,0,0,1786295,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Energy Fuels
V,Visa Inc.,225.48,0.78,0.35%,4.82E+11,United States,0,1225137,Miscellaneous,Business Services,Visa Inc
VAR,Varian Medical Systems Inc. Common Stock,176.39,0.19,0.11%,16199448225,United States,0,184096,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Varian Medical Systems
VLO,Valero Energy Corporation Common Stock,77.58,-1.74,-2.19%,31696309084,United States,0,770789,Energy,Integrated oil Companies,Valero Energy
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,216.14,-2.85,-1.30%,56187767801,United States,1991,246094,Health Care,Major Pharmaceuticals,Vertex Pharmaceuticals
VZ,Verizon Communications Inc. Common Stock,55.5616,-0.0784,-0.14%,2.30E+11,United States,0,4181968,Public Utilities,Telecommunications Equipment,Verizon Communications
WDAY,Workday Inc. Class A Common Stock,254.97,-2.15,-0.84%,61932213000,United States,0,240528,Technology,EDP Services,Workday Inc
WFC,Wells Fargo & Company Common Stock,39.295,-0.055,-0.14%,1.62E+11,United States,0,8970916,Finance,Major Banks,Wells Fargo
WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA,25.175,-0.065,-0.26%,0,United States,0,44209,0,0,Wells Fargo
WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC,24.52,-0.14,-0.57%,0,United States,0,87639,0,0,Wells Fargo
WFC^L,Wells Fargo & Company Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,1415.44,-0.56,-0.04%,0,United States,0,1729,0,0,Wells Fargo
WFC^N,Wells Fargo & Company Dep Shs Repstg 1/1000th Perp Pfd Cl A Ser N,25.41,0,0.00%,0,United States,0,16555,0,0,Wells Fargo
WFC^O,Wells Fargo & Company Depositary Shares Representing 1/1000th Perpetual Preferred Class A Series O,25.55,-0.01,-0.04%,0,United States,0,1051,0,0,Wells Fargo
WFC^Q,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred Class A Series Q Fixed to Floating,27,0,0.00%,0,United States,0,24351,0,0,Wells Fargo
WFC^R,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg),28.8,-0.02,-0.07%,0,United States,0,17177,0,0,Wells Fargo
WFC^X,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series X,25.67,0.02,0.08%,0,United States,0,13290,0,0,Wells Fargo
WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y,26.25,0,0.00%,0,United States,0,3043,0,0,Wells Fargo
WFC^Z,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z,25.37,-0.1,-0.39%,0,United States,0,42104,0,0,Wells Fargo
WHR,Whirlpool Corporation Common Stock,212.26,0.09,0.04%,13323882411,United States,0,38822,Consumer Durables,Consumer Electronics/Appliances,Whirlpool Corp
WM,Waste Management Inc. Common Stock,120.79,-2.12,-1.73%,51112644589,United States,0,736520,Public Utilities,Environmental Services,Waste Management Inc
WMB,Williams Companies Inc. (The) Common Stock,23.25,0.03,0.13%,28220626591,United States,0,1942126,Public Utilities,Natural Gas Distribution,Williams Companies
WMT,Walmart Inc. Common Stock,132.645,-0.745,-0.56%,3.75E+11,United States,0,1576855,Consumer Services,Department/Specialty Retail Stores,Walmart Inc
WY,Weyerhaeuser Company Common Stock,35.22,-0.41,-1.15%,26336388960,United States,0,1080154,Consumer Services,Real Estate Investment Trusts,Weyerhaeuser Co
XOM,Exxon Mobil Corporation Common Stock,58.73,-0.38,-0.64%,2.49E+11,United States,0,6014243,Energy,Integrated oil Companies,Exxon Mobil
ZION,Zions Bancorporation N.A. Common Stock,56.31,-0.09,-0.16%,9246895971,United States,0,226118,Finance,Major Banks,Zions Bancorp
ZIONL,Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,27.98,0.065,0.23%,0,United States,0,164,Finance,Major Banks,Zions Bancorp
ZIONN,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Int Sh Ser H Perp Pfd Stk,25.6,-0.4,-1.54%,0,United States,0,3972,Finance,Major Banks,Zions Bancorp
ZIONO,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G,27.57,-0.47,-1.68%,0,United States,0,162,Finance,Major Banks,Zions Bancorp
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),24.991,0,0.00%,0,United States,0,2,Finance,Major Banks,Zions Bancorp
