CUB,2220799881,Cubic Corp,California,Cubic%20Corp--N00003473,N00003473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,95794477344,CVS Health,Rhode Island,CVS%20Health--N00000575,N00000575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVX,2.06E+11,Chevron Corp,None,Chevron%20Corp--N00024978,N00024978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,19309400906,Caesars Entertainment,None,Caesars%20Entertainment--N00037247,N00037247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,59335985511,Dominion Energy,Virginia,Dominion%20Energy--N00001821,N00001821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,31626548717,Delta Air Lines,Georgia,Delta%20Air%20Lines--N00001024,N00001024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCUE,0,Dominion Energy,Virginia,Dominion%20Energy--N00001821,N00001821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,1.18E+11,Deere & Co,Illinois,Deere%20&%20Co--N00004961,N00004961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL,67144982050,Dell Technologies,Texas,Dell%20Technologies--N00006561,N00006561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFS,29893448518,Discover Financial Services,Illinois,Discover%20Financial%20Services--N00033101,N00033101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHR,1.53E+11,Danaher Corp,Washington Dc,Danaher%20Corp--N00027500,N00027500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHR^A,0,Danaher Corp,None,Danaher%20Corp--N00027500,N00027500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHR^B,0,Danaher Corp,None,Danaher%20Corp--N00027500,N00027500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,3.49E+11,Walt Disney Co,None,Walt%20Disney%20Co--N00000362,N00000362,Walt%20Disney%20Co--N00040666,N00040666,Walt%20Disney%20Co--N00040667,N00040667,Walt%20Disney%20Co--N00040853,N00040853,Walt%20Disney%20Co--N00040865,N00040865,Walt%20Disney%20Co--N00040888,N00040888,Walt%20Disney%20Co--N00041357,N00041357,Walt%20Disney%20Co--N00041561,N00041561,Walt%20Disney%20Co--N00041569,N00041569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISCA,35034455279,Discovery Inc,Maryland,Discovery%20Inc--N00041843,N00041843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISCB,39444829743,Discovery Inc,Maryland,Discovery%20Inc--N00041843,N00041843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISCK,29600679004,Discovery Inc,Maryland,Discovery%20Inc--N00041843,N00041843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISH,19915540178,DISH Network,Colorado,DISH%20Network--N00000781,N00000781,DISH%20Network--N00041080,N00041080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,48312927544,Dow Inc,Michigan,Dow%20Inc--N00036275,N00036275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUA,0,Dominion Energy,Virginia,Dominion%20Energy--N00001821,N00001821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTB,0,DTE Energy,Michigan,DTE%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE,25213832152,DTE Energy,Michigan,DTE%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTJ,0,DTE Energy,Michigan,DTE%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTP,0,DTE Energy,Michigan,DTE%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTW,0,DTE Energy,Michigan,DTE%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTY,0,DTE Energy,Michigan,DTE%20Energy--N00026368,N00026368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUK,71401159946,Duke Energy,North Carolina,Duke%20Energy--N00030752,N00030752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUK^A,0,Duke Energy,None,Duke%20Energy--N00030752,N00030752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKB,0,Duke Energy,North Carolina,Duke%20Energy--N00030752,N00030752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKH,0,Duke Energy,North Carolina,Duke%20Energy--N00030752,N00030752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,11714412000,DaVita Inc,Colorado,DaVita%20Inc--N00001821,N00001821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN,15619285500,Devon Energy,Oklahoma,Devon%20Energy--N00025726,N00025726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAD,506076646,Wells Fargo,None,Wells%20Fargo--N00008046,N00008046,Wells%20Fargo--N00035516,N00035516,Wells%20Fargo--N00044335,N00044335,Wells%20Fargo--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,38907888957,eBay Inc,California,eBay%20Inc--N00004291,N00004291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBS,4859361000,Emergent Biosolutions,Maryland,Emergent%20Biosolutions--N00025482,N00025482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,60019915261,Ecolab Inc,Minnesota,Ecolab%20Inc--N00027500,N00027500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECPG,1269495545,Capital Group,California,Capital%20Group--N00000153,N00000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDD,393578604,Morgan Stanley,New York,Morgan%20Stanley--N00000751,N00000751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHTH,1605875822,eHealth Inc,California,eHealth%20Inc--N00012508,N00012508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIX,22733342488,Edison International,California,Edison%20International--N00006789,N00006789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL,1.05E+11,Estee Lauder Companies,New York,Estee%20Lauder%20Companies--N00000078,N00000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMR,53486644962,Emerson Electric,Missouri,Emerson%20Electric--N00033106,N00033106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOD,227414216,Wells Fargo,California,Wells%20Fargo--N00008046,N00008046,Wells%20Fargo--N00035516,N00035516,Wells%20Fargo--N00044335,N00044335,Wells%20Fargo--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPD,50635134246,Enterprise Products Partners,Texas,Enterprise%20Products%20Partners--N00036135,N00036135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPZM,904361164,Epizyme,Massachusetts,Epizyme--N00027566,N00027566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERC,347431287,Wells Fargo,California,Wells%20Fargo--N00008046,N00008046,Wells%20Fargo--N00035516,N00035516,Wells%20Fargo--N00044335,N00044335,Wells%20Fargo--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERH,119972966,Wells Fargo,California,Wells%20Fargo--N00008046,N00008046,Wells%20Fargo--N00035516,N00035516,Wells%20Fargo--N00044335,N00044335,Wells%20Fargo--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,28397248671,Eversource Energy,Massachusetts,Eversource%20Energy--N00013855,N00013855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET,21870955893,Energy Transfer LP,Texas,Energy%20Transfer%20LP--N00028152,N00028152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETN,54253068000,Eaton Corp,3None Pembroke Road,Eaton%20Corp--N00035007,N00035007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETR,19952771502,Entergy Corp,Louisiana,Entergy%20Corp--N00030184,N00030184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EW,50323730786,Edwards Lifesciences,California,Edwards%20Lifesciences--N00000286,N00000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAS,21148481771,Exact Sciences Corp,Wisconsin,Exact%20Sciences%20Corp--N00033549,N00033549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXC,41919063400,Exelon Corp,Illinois,Exelon%20Corp--N00004133,N00004133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,49077203035,Ford Motor Co,Michigan,Ford%20Motor%20Co--N00004133,N00004133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F^B,0,Ford Motor Co,None,Ford%20Motor%20Co--N00004133,N00004133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F^C,0,Ford Motor Co,None,Ford%20Motor%20Co--N00004133,N00004133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAST,27373218319,Fastenal Co,Minnesota,Fastenal%20Co--N00031390,N00031390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FB,7.97E+11,Facebook Inc,California,Facebook%20Inc--N00002408,N00002408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCFS,2827939192,FirstCash Inc,Texas,FirstCash%20Inc--N00042237,N00042237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCX,49696210000,Freeport-McMoRan,Arizona,Freeport-McMoRan--N00030771,N00030771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDX,69104566011,FedEx Corp,Tennessee,FedEx%20Corp--N00003225,N00003225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE,19354699335,FirstEnergy Corp,Ohio,FirstEnergy%20Corp--N00009771,N00009771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEIM,109474618,Electronics Inc,New York,Electronics%20Inc--N00031226,N00031226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMS,21163260948,Fresenius Medical Care,Hessen,Fresenius%20Medical%20Care--N00000286,N00000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOF,360511939,Cohen,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTS,19862340000,Fortis Inc,Newfoundland And Labrador,Fortis%20Inc--N00004118,N00004118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FWONA,9697069125,Liberty Media Corp,Colorado,Liberty%20Media%20Corp--N00041080,N00041080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FWONK,10983675237,Liberty Media Corp,Colorado,Liberty%20Media%20Corp--N00041080,N00041080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBX,1565708616,Greenbrier Companies,Oregon,Greenbrier%20Companies--N00007724,N00007724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,50253764398,General Dynamics,Virginia,General%20Dynamics--N00000362,N00000362,General%20Dynamics--N00024842,N00024842,General%20Dynamics--N00025175,N00025175,General%20Dynamics--N00025482,N00025482,General%20Dynamics--N00029260,N00029260,General%20Dynamics--N00030581,N00030581,General%20Dynamics--N00031857,N00031857,General%20Dynamics--N00035346,N00035346,General%20Dynamics--N00041002,N00041002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,1.18E+11,General Electric,Massachusetts,General%20Electric--N00007836,N00007836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER,165992219,Goldman Sachs,New York,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,14491599361,Guardant Health,None,Guardant%20Health--N00036915,N00036915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILD,80202058182,Gilead Sciences,California,Gilead%20Sciences--N00000781,N00000781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIS,36343791385,General Mills,Minnesota,General%20Mills--N00041134,N00041134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJS,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLW,31568394720,Corning Inc,New York,Corning%20Inc--N00028139,N00028139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM,83054214945,General Motors,Michigan,General%20Motors--N00003522,N00003522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNW,1752577891,Genworth Financial,Virginia,Genworth%20Financial--N00030949,N00030949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD,36692948463,Barrick Gold Corp,None,Barrick%20Gold%20Corp--N00031177,N00031177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG,1.40E+12,Alphabet Inc,California,Alphabet%20Inc--N00000270,N00000270,Alphabet%20Inc--N00029562,N00029562,Alphabet%20Inc--N00030752,N00030752,Alphabet%20Inc--N00033492,N00033492,Alphabet%20Inc--N00034044,N00034044,Alphabet%20Inc--N00035267,N00035267,Alphabet%20Inc--N00035544,N00035544,Alphabet%20Inc--N00037161,N00037161,Alphabet%20Inc--N00040666,N00040666,Alphabet%20Inc--N00040667,N00040667,Alphabet%20Inc--N00040741,N00040741,Alphabet%20Inc--N00040853,N00040853,Alphabet%20Inc--N00040888,N00040888,Alphabet%20Inc--N00040915,N00040915,Alphabet%20Inc--N00041104,N00041104,Alphabet%20Inc--N00041162,N00041162,Alphabet%20Inc--N00041221,N00041221,Alphabet%20Inc--N00041357,N00041357,Alphabet%20Inc--N00041370,N00041370,Alphabet%20Inc--N00041385,N00041385,Alphabet%20Inc--N00041394,N00041394,Alphabet%20Inc--N00041561,N00041561,Alphabet%20Inc--N00041569,N00041569,Alphabet%20Inc--N00041668,N00041668,Alphabet%20Inc--N00041843,N00041843,Alphabet%20Inc--N00042649,N00042649,Alphabet%20Inc--N00043581,N00043581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
