contrib_id,org_name,candidate_cand_crp_id
General%20Motors--N00035451,General Motors,N00035451
General%20Motors--N00036149,General Motors,N00036149
General%20Motors--N00040915,General Motors,N00040915
General%20Motors--N00042149,General Motors,N00042149
General%20Motors--N00042240,General Motors,N00042240
Genworth%20Financial--N00030949,Genworth Financial,N00030949
GEO%20Group--N00009771,GEO Group,N00009771
GEO%20Group--N00024978,GEO Group,N00024978
GEO%20Group--N00030780,GEO Group,N00030780
GEO%20Group--N00033518,GEO Group,N00033518
Georgetown%20University--N00037036,Georgetown University,N00037036
Georgetown%20University--N00042811,Georgetown University,N00042811
Georgia%20Credit%20Union%20Affiliate--N00032416,Georgia Credit Union Affiliate,N00032416
Georgia%20Crown%20Distributing--N00039090,Georgia Crown Distributing,N00039090
Georgia%20Oilmen's%20Assn--N00032416,Georgia Oilmen's Assn,N00032416
Getting%20Stuff%20Done%20PAC--N00006561,Getting Stuff Done PAC,N00006561
Gfi%20Partners--N00041808,Gfi Partners,N00041808
Gibbons%20Pc--N00041154,Gibbons Pc,N00041154
"Gibson,%20Dunn%20&%20Crutcher--N00041002","Gibson, Dunn & Crutcher",N00041002
Gibson%20Group--N00004291,Gibson Group,N00004291
Giddy%20Up%20PAC--N00030608,Giddy Up PAC,N00030608
Gilead%20Sciences--N00000781,Gilead Sciences,N00000781
Girardi%20&%20Keese--N00040888,Girardi & Keese,N00040888
Gladwyne%20Partners%20LLC--N00027503,Gladwyne Partners LLC,N00027503
Global%20Payments--N00039090,Global Payments,N00039090
Gmr--N00035972,Gmr,N00035972
Goff%20Capital--N00025219,Goff Capital,N00025219
Gojo%20Industries--N00025280,Gojo Industries,N00025280
Goldcoast%20Logistics%20Group--N00039503,Goldcoast Logistics Group,N00039503
Golden%20Age%20Farm--N00031233,Golden Age Farm,N00031233
GoldenTree%20Asset%20Management--N00031233,GoldenTree Asset Management,N00031233
Goldman%20Sachs--N00000491,Goldman Sachs,N00000491
Goldman%20Sachs--N00001003,Goldman Sachs,N00001003
Goldman%20Sachs--N00002097,Goldman Sachs,N00002097
Goldman%20Sachs--N00029277,Goldman Sachs,N00029277
Goldman%20Sachs--N00029441,Goldman Sachs,N00029441
Goldman%20Sachs--N00033640,Goldman Sachs,N00033640
Goldman%20Sachs--N00034277,Goldman Sachs,N00034277
Goldman%20Sachs--N00034547,Goldman Sachs,N00034547
Goldman%20Sachs--N00035431,Goldman Sachs,N00035431
Goldman%20Sachs--N00035440,Goldman Sachs,N00035440
Goldman%20Sachs--N00035492,Goldman Sachs,N00035492
Goldman%20Sachs--N00035504,Goldman Sachs,N00035504
Goldman%20Sachs--N00035516,Goldman Sachs,N00035516
Goldman%20Sachs--N00035774,Goldman Sachs,N00035774
Goldman%20Sachs--N00036944,Goldman Sachs,N00036944
Goldman%20Sachs--N00037034,Goldman Sachs,N00037034
Goldman%20Sachs--N00040741,Goldman Sachs,N00040741
Goldman%20Sachs--N00041154,Goldman Sachs,N00041154
Goldman%20Sachs--N00041588,Goldman Sachs,N00041588
Goldwater%20Law%20Firm--N00041750,Goldwater Law Firm,N00041750
Golf%20Course%20Superintendents%20Assn%20of%20America--N00025292,Golf Course Superintendents Assn of America,N00025292
Goodrx--N00027658,Goodrx,N00027658
Gotham%20Construction--N00007724,Gotham Construction,N00007724
Gottesman%20Real%20Estate%20Partners--N00034580,Gottesman Real Estate Partners,N00034580
Gottesman%20Real%20Estate%20Partners--N00038734,Gottesman Real Estate Partners,N00038734
Grand%20Acre%20LLC--N00030600,Grand Acre LLC,N00030600
Grand%20Design%20Rv--N00031226,Grand Design Rv,N00031226
Granite%20Telecom--N00031685,Granite Telecom,N00031685
Granite%20Telecommunications--N00003280,Granite Telecommunications,N00003280
Granite%20Telecommunications--N00029891,Granite Telecommunications,N00029891
Grant%20&%20Eisenhofer--N00031820,Grant & Eisenhofer,N00031820
Gray%20Television--N00004614,Gray Television,N00004614
Great%20Lakes%20PAC--N00030608,Great Lakes PAC,N00030608
Great%20Lakes%20Sugar%20Beet%20Growers%20Assn--N00034068,Great Lakes Sugar Beet Growers Assn,N00034068
Greater%20New%20York%20Hospital%20Assn--N00001003,Greater New York Hospital Assn,N00001003
Greenberg%20Traurig%20LLP--N00000362,Greenberg Traurig LLP,N00000362
Greenberg%20Traurig%20LLP--N00032838,Greenberg Traurig LLP,N00032838
Greenberg%20Traurig%20LLP--N00034044,Greenberg Traurig LLP,N00034044
Greenberg%20Traurig%20LLP--N00041561,Greenberg Traurig LLP,N00041561
Greenbrier%20Companies--N00007724,Greenbrier Companies,N00007724
Greenstreet%20Partners--N00002893,Greenstreet Partners,N00002893
Greystone--N00033631,Greystone,N00033631
Gross%20Builders--N00035007,Gross Builders,N00035007
Grosvenor%20Capital%20Management--N00004981,Grosvenor Capital Management,N00004981
Grosvenor%20Capital%20Management--N00030581,Grosvenor Capital Management,N00030581
Grosvenor%20Capital%20Management--N00033101,Grosvenor Capital Management,N00033101
Gruen%20Assoc--N00030600,Gruen Assoc,N00030600
Grupe%20Co--N00030856,Grupe Co,N00030856
Guam%20Radiology--N00042619,Guam Radiology,N00042619
Guardant%20Health--N00036915,Guardant Health,N00036915
Guardian%20Life%20Insurance--N00000575,Guardian Life Insurance,N00000575
Guardian%20Life%20Insurance--N00001955,Guardian Life Insurance,N00001955
Guardian%20Life%20Insurance--N00040133,Guardian Life Insurance,N00040133
Guerra%20Investment%20Advisors--N00041702,Guerra Investment Advisors,N00041702
Guitar%20Ranches%20LP--N00038285,Guitar Ranches LP,N00038285
Gulf%20&%20Ohio%20Railways--N00041594,Gulf & Ohio Railways,N00041594
H&R%20Block--N00026790,H&R Block,N00026790
Hackman%20Capital%20Partners--N00040644,Hackman Capital Partners,N00040644
Hager%20Pacific%20Properties--N00024809,Hager Pacific Properties,N00024809
"Hall,%20Render%20et%20al--N00041731","Hall, Render et al",N00041731
Halliburton%20Co--N00006249,Halliburton Co,N00006249
Hallmark%20Cards--N00005282,Hallmark Cards,N00005282
Hallmark%20Cards--N00012508,Hallmark Cards,N00012508
Hallmark%20Cards--N00013323,Hallmark Cards,N00013323
Hallmark%20Cards--N00026790,Hallmark Cards,N00026790
Hallmark%20Cards--N00041620,Hallmark Cards,N00041620
Hamilton%20College--N00041385,Hamilton College,N00041385
Hamp%20Advisors--N00004118,Hamp Advisors,N00004118
Hand%20Family%20Companies--N00041873,Hand Family Companies,N00041873
Hanover%20Co--N00034580,Hanover Co,N00034580
Hanson%20Professional%20Services--N00034784,Hanson Professional Services,N00034784
Harbert%20Management--N00035691,Harbert Management,N00035691
Harbour%20Group--N00005195,Harbour Group,N00005195
Harbour%20Group%20Industries--N00031390,Harbour Group Industries,N00031390
Harris%20Farms--N00044298,Harris Farms,N00044298
Harry%20Miller%20Co--N00000179,Harry Miller Co,N00000179
Hartford%20Financial%20Services--N00027605,Hartford Financial Services,N00027605
Harvard%20University--N00000270,Harvard University,N00000270
Harvard%20University--N00024790,Harvard University,N00024790
Harvard%20University--N00030875,Harvard University,N00030875
Harvard%20University--N00031685,Harvard University,N00031685
Harvard%20University--N00033240,Harvard University,N00033240
Harvard%20University--N00033492,Harvard University,N00033492
Harvard%20University--N00034044,Harvard University,N00034044
Harvard%20University--N00035278,Harvard University,N00035278
Harvard%20University--N00037161,Harvard University,N00037161
Harvard%20University--N00038397,Harvard University,N00038397
Harvard%20University--N00041561,Harvard University,N00041561
Harvard%20University--N00041808,Harvard University,N00041808
Harvard%20University--N00042581,Harvard University,N00042581
Harvey%20&%20Leslie%20Wagner%20Foundation--N00038734,Harvey & Leslie Wagner Foundation,N00038734
Harvey%20Gulf%20International%20Marine--N00003280,Harvey Gulf International Marine,N00003280
Harvey%20Gulf%20International%20Marine--N00030836,Harvey Gulf International Marine,N00030836
Hathaway%20Investment%20Properties--N00039551,Hathaway Investment Properties,N00039551
Hawaii%20PAC--N00006561,Hawaii PAC,N00006561
Hawaiian%20Electric%20Industries--N00028138,Hawaiian Electric Industries,N00028138
Hawaiian%20Electric%20Industries--N00028139,Hawaiian Electric Industries,N00028139
Hawkeye%20PAC--N00030612,Hawkeye PAC,N00030612
Hawkins%20Construction--N00037049,Hawkins Construction,N00037049
Haworth%20Inc--N00026368,Haworth Inc,N00026368
Haworth%20Inc--N00039533,Haworth Inc,N00039533
HBK%20Capital%20Management--N00027239,HBK Capital Management,N00027239
HCA%20Inc--N00003105,HCA Inc,N00003105
Hdk%20Investment--N00005818,Hdk Investment,N00005818
HDR%20Inc--N00000153,HDR Inc,N00000153
HDR%20Inc--N00033443,HDR Inc,N00033443
Healthmark%20Ventures--N00030957,Healthmark Ventures,N00030957
Heartland%20Dental%20Care--N00043290,Heartland Dental Care,N00043290
Heartland%20Realty%20Investors--N00012942,Heartland Realty Investors,N00012942
Heartland%20Realty%20Investors--N00037039,Heartland Realty Investors,N00037039
Heartland%20Realty%20Investors--N00041134,Heartland Realty Investors,N00041134
Heartland%20Values%20PAC--N00006267,Heartland Values PAC,N00006267
Heartland%20Values%20PAC--N00013873,Heartland Values PAC,N00013873
Heartland%20Values%20PAC--N00031688,Heartland Values PAC,N00031688
Heartland%20Values%20PAC--N00040559,Heartland Values PAC,N00040559
Hemic--N00033281,Hemic,N00033281
Hendersen-Webb%20Inc--N00027751,Hendersen-Webb Inc,N00027751
Hendrick%20Automotive%20Group--N00033630,Hendrick Automotive Group,N00033630
Hendrick%20Motorsports--N00033630,Hendrick Motorsports,N00033630
Hendricks%20Holding%20Co--N00043379,Hendricks Holding Co,N00043379
Henry%20Crown%20&%20Co--N00031317,Henry Crown & Co,N00031317
Henry%20Crown%20&%20Co--N00033101,Henry Crown & Co,N00033101
Henry%20Crown%20&%20Co--N00034580,Henry Crown & Co,N00034580
Henry%20Crown%20&%20Co--N00038734,Henry Crown & Co,N00038734
Henry%20Ford%20Health%20System--N00029277,Henry Ford Health System,N00029277
Henry%20Schein%20Inc--N00034547,Henry Schein Inc,N00034547
Henry%20Schein%20Inc--N00038742,Henry Schein Inc,N00038742
Herring%20Networks--N00030836,Herring Networks,N00030836
Herzog%20Contracting--N00013323,Herzog Contracting,N00013323
Herzog%20Contracting--N00033106,Herzog Contracting,N00033106
Hess%20Corp--N00035504,Hess Corp,N00035504
Hess%20Corp--N00042868,Hess Corp,N00042868
Highland%20Capital%20Management--N00035972,Highland Capital Management,N00035972
Hilcorp%20Alaska--N00033085,Hilcorp Alaska,N00033085
Hilldrup%20Companies--N00029459,Hilldrup Companies,N00029459
Hilltop%20Holdings--N00005282,Hilltop Holdings,N00005282
Hilltop%20Holdings--N00038285,Hilltop Holdings,N00038285
Hitek%20Venture%20Partners--N00038858,Hitek Venture Partners,N00038858
Hitrust--N00035972,Hitrust,N00035972
HJ%20Kalikow%20&%20Co--N00029404,HJ Kalikow & Co,N00029404
Hoar%20Construction--N00035380,Hoar Construction,N00035380
Hogan%20Lovells--N00030608,Hogan Lovells,N00030608
Hogan%20Lovells--N00033510,Hogan Lovells,N00033510
Hogan%20Lovells--N00037036,Hogan Lovells,N00037036
Holland%20&%20Hart--N00040876,Holland & Hart,N00040876
Holland%20&%20Hart--N00041080,Holland & Hart,N00041080
Holland%20&%20Knight--N00007419,Holland & Knight,N00007419
Holland%20&%20Knight--N00012508,Holland & Knight,N00012508
Holland%20&%20Knight--N00027626,Holland & Knight,N00027626
Holland%20&%20Knight--N00033177,Holland & Knight,N00033177
Holtzman%20Oil--N00042296,Holtzman Oil,N00042296
Home%20Depot--N00002577,Home Depot,N00002577
Home%20Depot--N00003132,Home Depot,N00003132
Home%20Depot--N00003689,Home Depot,N00003689
Home%20Depot--N00006701,Home Depot,N00006701
Home%20Depot--N00007690,Home Depot,N00007690
Home%20Depot--N00008046,Home Depot,N00008046
Home%20Depot--N00009759,Home Depot,N00009759
Home%20Depot--N00026041,Home Depot,N00026041
Home%20Depot--N00027459,Home Depot,N00027459
Home%20Depot--N00027848,Home Depot,N00027848
Home%20Depot--N00029513,Home Depot,N00029513
Home%20Depot--N00030184,Home Depot,N00030184
Home%20Depot--N00030191,Home Depot,N00030191
Home%20Depot--N00030581,Home Depot,N00030581
Home%20Depot--N00030717,Home Depot,N00030717
Home%20Depot--N00032243,Home Depot,N00032243
Home%20Depot--N00033449,Home Depot,N00033449
Home%20Depot--N00033474,Home Depot,N00033474
Home%20Depot--N00033495,Home Depot,N00033495
Home%20Depot--N00033720,Home Depot,N00033720
Home%20Depot--N00035000,Home Depot,N00035000
Home%20Depot--N00035307,Home Depot,N00035307
Home%20Depot--N00035346,Home Depot,N00035346
Home%20Depot--N00035347,Home Depot,N00035347
Home%20Depot--N00035516,Home Depot,N00035516
Home%20Depot--N00035927,Home Depot,N00035927
Home%20Depot--N00036018,Home Depot,N00036018
Home%20Depot--N00037185,Home Depot,N00037185
Home%20Depot--N00038450,Home Depot,N00038450
Home%20Depot--N00039327,Home Depot,N00039327
Home%20Depot--N00042715,Home Depot,N00042715
Home%20Depot--N00046125,Home Depot,N00046125
Home%20Surety%20Title%20&%20Escrow--N00025445,Home Surety Title & Escrow,N00025445
Hometown%20Lenders--N00030910,Hometown Lenders,N00030910
Honeywell%20International--N00005559,Honeywell International,N00005559
Honeywell%20International--N00009604,Honeywell International,N00009604
Honeywell%20International--N00027462,Honeywell International,N00027462
Honeywell%20International--N00027860,Honeywell International,N00027860
Honeywell%20International--N00028133,Honeywell International,N00028133
Honeywell%20International--N00029260,Honeywell International,N00029260
Honeywell%20International--N00033030,Honeywell International,N00033030
Honeywell%20International--N00035000,Honeywell International,N00035000
Honeywell%20International--N00037185,Honeywell International,N00037185
Honeywell%20International--N00039327,Honeywell International,N00039327
Honeywell%20International--N00041542,Honeywell International,N00041542
Honeywell%20International--N00043319,Honeywell International,N00043319
Honigman%20LLP--N00042149,Honigman LLP,N00042149
Hoosier%20Racing%20Tire--N00031226,Hoosier Racing Tire,N00031226
Horizon%20Beverage--N00039122,Horizon Beverage,N00039122
Horizon%20Media--N00001093,Horizon Media,N00001093
House%20Freedom%20Fund--N00006460,House Freedom Fund,N00006460
House%20Freedom%20Fund--N00026148,House Freedom Fund,N00026148
House%20Freedom%20Fund--N00027783,House Freedom Fund,N00027783
House%20Freedom%20Fund--N00027894,House Freedom Fund,N00027894
House%20Freedom%20Fund--N00029147,House Freedom Fund,N00029147
House%20Freedom%20Fund--N00029662,House Freedom Fund,N00029662
House%20Freedom%20Fund--N00030771,House Freedom Fund,N00030771
House%20Freedom%20Fund--N00030829,House Freedom Fund,N00030829
House%20Freedom%20Fund--N00030910,House Freedom Fund,N00030910
House%20Freedom%20Fund--N00030957,House Freedom Fund,N00030957
House%20Freedom%20Fund--N00032029,House Freedom Fund,N00032029
House%20Freedom%20Fund--N00032243,House Freedom Fund,N00032243
House%20Freedom%20Fund--N00033220,House Freedom Fund,N00033220
House%20Freedom%20Fund--N00033539,House Freedom Fund,N00033539
House%20Freedom%20Fund--N00033631,House Freedom Fund,N00033631
House%20Freedom%20Fund--N00034120,House Freedom Fund,N00034120
House%20Freedom%20Fund--N00038767,House Freedom Fund,N00038767
House%20Freedom%20Fund--N00039293,House Freedom Fund,N00039293
House%20Freedom%20Fund--N00039551,House Freedom Fund,N00039551
House%20Freedom%20Fund--N00041335,House Freedom Fund,N00041335
House%20Freedom%20Fund--N00041873,House Freedom Fund,N00041873
House%20Freedom%20Fund--N00041882,House Freedom Fund,N00041882
House%20Freedom%20Fund--N00042056,House Freedom Fund,N00042056
House%20Freedom%20Fund--N00042268,House Freedom Fund,N00042268
House%20Freedom%20Fund--N00042296,House Freedom Fund,N00042296
House%20Freedom%20Fund--N00043541,House Freedom Fund,N00043541
House%20Freedom%20Fund--N00044027,House Freedom Fund,N00044027
House%20Freedom%20Fund--N00044065,House Freedom Fund,N00044065
House%20Freedom%20Fund--N00044335,House Freedom Fund,N00044335
House%20Freedom%20Fund--N00045307,House Freedom Fund,N00045307
House%20Majority%20PAC--N00042161,House Majority PAC,N00042161
House%20Majority%20PAC--N00043421,House Majority PAC,N00043421
Howard%20Concrete%20Pumping%20Co--N00041871,Howard Concrete Pumping Co,N00041871
Hsk%20Consulting--N00039122,Hsk Consulting,N00039122
Hsl%20Properties--N00042056,Hsl Properties,N00042056
HSP%20Direct--N00033814,HSP Direct,N00033814
Huck%20PAC--N00030770,Huck PAC,N00030770
Huck%20PAC--N00030829,Huck PAC,N00030829
Huck%20PAC--N00043319,Huck PAC,N00043319
Hudson%20Bay%20Capital--N00035431,Hudson Bay Capital,N00035431
Huffines%20Communities--N00027709,Huffines Communities,N00027709
Huffines%20Communities--N00030836,Huffines Communities,N00030836
Huffines%20Communities--N00034041,Huffines Communities,N00034041
Hull%20&%20Assoc--N00042194,Hull & Assoc,N00042194
Humana%20Inc--N00003389,Humana Inc,N00003389
Humane%20Society%20of%20the%20US--N00001285,Humane Society of the US,N00001285
Hung%20Vu%20Auditor%20LLC--N00030836,Hung Vu Auditor LLC,N00030836
Hunt%20Companies--N00003682,Hunt Companies,N00003682
Hunt%20Companies--N00008122,Hunt Companies,N00008122
Hunt%20Companies--N00029441,Hunt Companies,N00029441
Hunt%20Companies--N00030602,Hunt Companies,N00030602
Hunt%20Companies--N00031417,Hunt Companies,N00031417
Hunt%20Companies--N00041702,Hunt Companies,N00041702
Hunt%20Development--N00003682,Hunt Development,N00003682
Hunter%20Engineering--N00041620,Hunter Engineering,N00041620
Huntington%20Bancshares--N00033904,Huntington Bancshares,N00033904
Huntington%20Ingalls%20Industries--N00006052,Huntington Ingalls Industries,N00006052
Huntington%20Ingalls%20Industries--N00029459,Huntington Ingalls Industries,N00029459
Huntington%20Ingalls%20Industries--N00031958,Huntington Ingalls Industries,N00031958
Huntington%20Ingalls%20Industries--N00035380,Huntington Ingalls Industries,N00035380
Huntington%20Ingalls%20Industries--N00037003,Huntington Ingalls Industries,N00037003
Huntington%20Ingalls%20Industries--N00043298,Huntington Ingalls Industries,N00043298
Huntsman%20Corp--N00006267,Huntsman Corp,N00006267
Huntsworth%20plc--N00025292,Huntsworth plc,N00025292
Husch%20Blackwell%20LLP--N00005195,Husch Blackwell LLP,N00005195
Husch%20Blackwell%20LLP--N00012460,Husch Blackwell LLP,N00012460
Hydrohoist--N00040829,Hydrohoist,N00040829
IBM%20Corp--N00009975,IBM Corp,N00009975
IBM%20Corp--N00027751,IBM Corp,N00027751
IBM%20Corp--N00037036,IBM Corp,N00037036
Icm%20Inc--N00040712,Icm Inc,N00040712
Idaho%20Forest%20Group--N00029441,Idaho Forest Group,N00029441
Idaho%20Forest%20Group--N00032838,Idaho Forest Group,N00032838
Ids%20Real%20Estate%20Group--N00042649,Ids Real Estate Group,N00042649
Igas--N00027462,Igas,N00027462
iHeartMedia%20Inc--N00004291,iHeartMedia Inc,N00004291
iHeartMedia%20Inc--N00027514,iHeartMedia Inc,N00027514
IHS%20Markit--N00036018,IHS Markit,N00036018
II-VI%20Inc--N00007099,II-VI Inc,N00007099
Ilan%20Investments--N00005883,Ilan Investments,N00005883
Ilan%20Investments--N00042224,Ilan Investments,N00042224
Illinois%20Corn%20Growers%20Assn--N00037031,Illinois Corn Growers Assn,N00037031
Incredible%20Bank--N00045307,Incredible Bank,N00045307
Independent%20Community%20Bankers%20of%20America--N00004291,Independent Community Bankers of America,N00004291
Independent%20Insurance%20Agents%20&%20Brokers%20of%20America--N00035440,Independent Insurance Agents & Brokers of America,N00035440
Independent%20Insurance%20Agents%20&%20Brokers%20of%20America--N00042715,Independent Insurance Agents & Brokers of America,N00042715
Indiana%20ACRE--N00041954,Indiana ACRE,N00041954
Indivisible%20Action--N00009918,Indivisible Action,N00009918
Indivisible%20Action--N00027658,Indivisible Action,N00027658
Ingram-Eve%20Inc--N00033591,Ingram-Eve Inc,N00033591
Ingram%20Industries--N00003105,Ingram Industries,N00003105
Ingram%20Industries--N00007364,Ingram Industries,N00007364
Ingram%20Industries--N00007781,Ingram Industries,N00007781
Ingram%20Industries--N00027239,Ingram Industries,N00027239
Innovation%20First%20International--N00035972,Innovation First International,N00035972
Innovative%20Defense%20Technologies--N00003813,Innovative Defense Technologies,N00003813
Innovative%20Federal%20Strategies--N00007099,Innovative Federal Strategies,N00007099
Innovative%20Federal%20Strategies--N00034224,Innovative Federal Strategies,N00034224
Innovative%20Livestock%20Services--N00037034,Innovative Livestock Services,N00037034
Insaco%20Inc--N00042894,Insaco Inc,N00042894
Inserra%20Supermarkets--N00000699,Inserra Supermarkets,N00000699
Insight%20Partners--N00004558,Insight Partners,N00004558
Insight%20Partners--N00042013,Insight Partners,N00042013
Insteel%20Industries--N00035311,Insteel Industries,N00035311
Institute%20of%20Makers%20of%20Explosives--N00032546,Institute of Makers of Explosives,N00032546
Intel%20Corp--N00025292,Intel Corp,N00025292
Intel%20Corp--N00029303,Intel Corp,N00029303
Intel%20Corp--N00033281,Intel Corp,N00033281
Intel%20Corp--N00033474,Intel Corp,N00033474
Intel%20Corp--N00039293,Intel Corp,N00039293
Intel%20Corp--N00041750,Intel Corp,N00041750
Intel%20Corp--N00043581,Intel Corp,N00043581
Intellectual%20Ventures%20LLC--N00028139,Intellectual Ventures LLC,N00028139
Intellectual%20Ventures%20LLC--N00029835,Intellectual Ventures LLC,N00029835
Interco%20Management--N00027626,Interco Management,N00027626
Intercontinental%20Exchange%20Inc--N00046125,Intercontinental Exchange Inc,N00046125
International%20Assn%20of%20Fire%20Fighters--N00000751,International Assn of Fire Fighters,N00000751
International%20Assn%20of%20Fire%20Fighters--N00002147,International Assn of Fire Fighters,N00002147
International%20Assn%20of%20Fire%20Fighters--N00006671,International Assn of Fire Fighters,N00006671
International%20Assn%20of%20Fire%20Fighters--N00009816,International Assn of Fire Fighters,N00009816
International%20Assn%20of%20Fire%20Fighters--N00013855,International Assn of Fire Fighters,N00013855
International%20Assn%20of%20Fire%20Fighters--N00026790,International Assn of Fire Fighters,N00026790
International%20Assn%20of%20Fire%20Fighters--N00028073,International Assn of Fire Fighters,N00028073
International%20Assn%20of%20Fire%20Fighters--N00030717,International Assn of Fire Fighters,N00030717
International%20Brotherhood%20of%20Electrical%20Workers--N00000751,International Brotherhood of Electrical Workers,N00000751
International%20Brotherhood%20of%20Electrical%20Workers--N00000939,International Brotherhood of Electrical Workers,N00000939
International%20Brotherhood%20of%20Electrical%20Workers--N00001692,International Brotherhood of Electrical Workers,N00001692
International%20Brotherhood%20of%20Electrical%20Workers--N00002884,International Brotherhood of Electrical Workers,N00002884
International%20Brotherhood%20of%20Electrical%20Workers--N00002893,International Brotherhood of Electrical Workers,N00002893
International%20Brotherhood%20of%20Electrical%20Workers--N00003225,International Brotherhood of Electrical Workers,N00003225
International%20Brotherhood%20of%20Electrical%20Workers--N00004887,International Brotherhood of Electrical Workers,N00004887
International%20Brotherhood%20of%20Electrical%20Workers--N00006023,International Brotherhood of Electrical Workers,N00006023
International%20Brotherhood%20of%20Electrical%20Workers--N00006671,International Brotherhood of Electrical Workers,N00006671
International%20Brotherhood%20of%20Electrical%20Workers--N00006701,International Brotherhood of Electrical Workers,N00006701
International%20Brotherhood%20of%20Electrical%20Workers--N00025280,International Brotherhood of Electrical Workers,N00025280
International%20Brotherhood%20of%20Electrical%20Workers--N00027514,International Brotherhood of Electrical Workers,N00027514
International%20Brotherhood%20of%20Electrical%20Workers--N00027523,International Brotherhood of Electrical Workers,N00027523
International%20Brotherhood%20of%20Electrical%20Workers--N00027741,International Brotherhood of Electrical Workers,N00027741
International%20Brotherhood%20of%20Electrical%20Workers--N00027848,International Brotherhood of Electrical Workers,N00027848
International%20Brotherhood%20of%20Electrical%20Workers--N00028073,International Brotherhood of Electrical Workers,N00028073
International%20Brotherhood%20of%20Electrical%20Workers--N00029513,International Brotherhood of Electrical Workers,N00029513
International%20Brotherhood%20of%20Electrical%20Workers--N00030418,International Brotherhood of Electrical Workers,N00030418
International%20Brotherhood%20of%20Electrical%20Workers--N00030490,International Brotherhood of Electrical Workers,N00030490
International%20Brotherhood%20of%20Electrical%20Workers--N00030650,International Brotherhood of Electrical Workers,N00030650
International%20Brotherhood%20of%20Electrical%20Workers--N00030709,International Brotherhood of Electrical Workers,N00030709
International%20Brotherhood%20of%20Electrical%20Workers--N00031933,International Brotherhood of Electrical Workers,N00031933
International%20Brotherhood%20of%20Electrical%20Workers--N00033274,International Brotherhood of Electrical Workers,N00033274
International%20Brotherhood%20of%20Electrical%20Workers--N00033316,International Brotherhood of Electrical Workers,N00033316
International%20Brotherhood%20of%20Electrical%20Workers--N00034639,International Brotherhood of Electrical Workers,N00034639
International%20Brotherhood%20of%20Electrical%20Workers--N00036097,International Brotherhood of Electrical Workers,N00036097
International%20Brotherhood%20of%20Electrical%20Workers--N00036158,International Brotherhood of Electrical Workers,N00036158
International%20Brotherhood%20of%20Electrical%20Workers--N00041808,International Brotherhood of Electrical Workers,N00041808
International%20Brotherhood%20of%20Electrical%20Workers--N00042282,International Brotherhood of Electrical Workers,N00042282
International%20Brotherhood%20of%20Electrical%20Workers--N00042894,International Brotherhood of Electrical Workers,N00042894
International%20Dairy%20Foods%20Assn--N00004558,International Dairy Foods Assn,N00004558
International%20Leadership%20Foundation--N00007635,International Leadership Foundation,N00007635
International%20Longshoremens%20Assn--N00026686,International Longshoremens Assn,N00026686
International%20Longshoremens%20Assn--N00042282,International Longshoremens Assn,N00042282
International%20Paper--N00030768,International Paper,N00030768
International%20Paper--N00035346,International Paper,N00035346
Internet%20Services%20Corp--N00044335,Internet Services Corp,N00044335
Interns%20for%20America--N00027658,Interns for America,N00027658
Intersect%20Power--N00030600,Intersect Power,N00030600
Intuit%20Inc--N00007335,Intuit Inc,N00007335
Intuit%20Inc--N00007364,Intuit Inc,N00007364
Intuit%20Inc--N00007479,Intuit Inc,N00007479
Invenergy%20LLC--N00013323,Invenergy LLC,N00013323
Invenergy%20LLC--N00041338,Invenergy LLC,N00041338
Investment%20Co%20Institute--N00001102,Investment Co Institute,N00001102
Investment%20Co%20Institute--N00004884,Investment Co Institute,N00004884
Investment%20Co%20Institute--N00042715,Investment Co Institute,N00042715
Investment%20Property%20Exchange%20Services--N00030693,Investment Property Exchange Services,N00030693
Investment%20Property%20Exchange%20Services--N00040133,Investment Property Exchange Services,N00040133
Ipx%201031%20Exchange%20Services--N00007419,Ipx 1031 Exchange Services,N00007419
Ironworkers%20Union--N00006023,Ironworkers Union,N00006023
Ironworkers%20Union--N00013855,Ironworkers Union,N00013855
Island%20Doctors--N00029258,Island Doctors,N00029258
It&E--N00030418,It&E,N00030418
It%20Starts%20Today--N00035825,It Starts Today,N00035825
Ivy%20Educational%20Services--N00042619,Ivy Educational Services,N00042619
J%20Street--N00026961,J Street,N00026961
J%20Street--N00040666,J Street,N00040666
J%20Street--N00040865,J Street,N00040865
J%20Street--N00040876,J Street,N00040876
J%20Street--N00040989,J Street,N00040989
J%20Street--N00041104,J Street,N00041104
J%20Street--N00041370,J Street,N00041370
J%20Street--N00041418,J Street,N00041418
J%20Street--N00041464,J Street,N00041464
J%20Street--N00041843,J Street,N00041843
J%20Street--N00042149,J Street,N00042149
Ja%20Woollam%20Co--N00029260,Ja Woollam Co,N00029260
JAB%20Holding%20Co--N00000515,JAB Holding Co,N00000515
Jackson%20Family%20Wines--N00039122,Jackson Family Wines,N00039122
Jackson%20Hole%20Mountain%20Resort--N00027894,Jackson Hole Mountain Resort,N00027894
Jacobs%20Engineering%20Group--N00008122,Jacobs Engineering Group,N00008122
Jacobs%20Engineering%20Group--N00029662,Jacobs Engineering Group,N00029662
Jacobs%20Investment%20Co--N00040644,Jacobs Investment Co,N00040644
James%20E%20Hall--N00033631,James E Hall,N00033631
JAMS%20Inc--N00027503,JAMS Inc,N00027503
Jana%20Partners--N00032019,Jana Partners,N00032019
Jane%20Street%20Capital--N00031820,Jane Street Capital,N00031820
